Qu'est-ce qui t'es arrivé ?	4, 7
Les affaires ne vont pas fort.	6
Si on n'était pas recherchés, on sortirait de ce trou.	4
On boit un coup en souvenir du bon vieux temps ?	2, 5
Rien à faire.	3
Et puis ça ne vaut plus rien.	6
Tout le monde s'en fiche.	1, 3
Il y a les Hereford du Yatrona.	2, 5
Qui paie sa tournée ?	2
Il faudrait être plus de deux.	1, 8
- C'est décidé.	8
Attendez !	1, 2, 4, 6, 7
Vous avez quelque chose à dire sur notre plan ?	1
Je m'y oppose.	1
Qu'est-ce qu'on doit faire qui soit convenable ?	1, 2
Ce boucher, Eggers, prendra 35 têtes... et il les découpera lui-même.	4
200 hommes commenceront à travailler lundi... aux plus grands abattoirs de la région.	3
Quel rapport avec un train ?	1, 7
- Buvons à ça !	5
Il faut essayer pour faire des progrès.	5, 7
Cette obsession de vengeance vous détourne de l'avenir... et laisse le passé vous dévorer.	3, 4, 6
Ils ne peuvent rien contre nous ici.	1, 4
On utilisera le plan de Shelleen pour l'attaque.	2, 5
Et dès que je demande un petit service, comme attaquer un train...	1, 6
Quelle équipe !	1, 5, 8
Un fermier indien, un tireur alcoolique, un obsédé sexuel... et un oncle !	7
Je le ferai toute seule !	1, 8
Je prends un bain.	2, 5
Quoi d'étrange à ça ?	2
Merci beaucoup !	8
Laissez-moi sortir !	2, 4, 5
Il est vivant !	5, 7
Il faut le sortir de là !	1, 4
Qu'est-ce qui s'est passé ?	4, 7
Les mains en l'air !	1
Ouvrez-moi !	1, 4
C'est une attaque.	4
Finissez-en.	1
- On fait quoi ?	4
Un problème ?	2, 4, 8
Il refuse d'ouvrir le coffre.	1
C'est vrai ça ?	1
Si on les prend, ils ne nous lâcheront jamais !	4
Ça vous effraie tant que ça ?	3
Filons d'ici !	1, 2, 3, 4
Le coursier avait l'air sympathique.	8
C'était un très bon plan !	5
Comme sur des roulettes.	5
La chance du débutant.	1, 6, 7
- Demandez-lui comment on s'enfuit.	4
Mon Shelleen adoré !	5
Tu me prêtes une balle ?	8
C'était comme au bon vieux temps.	5, 6
J'ai mouché d'autres morveux pour moins que ça.	3
Qu'est-ce qui vous prend ?	1, 3, 4
Donnez à boire à l'ancien.	1, 2, 4
Il y en a encore à prendre.	2
Nous avons réussi.	2, 5
Ma bande !	8
Ce n'est qu'un début.	1, 5
Aidez-moi et vous serez riche.	8
Il possède la Wolf City Development, qui possède Wolf City... qui nous fiche la paix.	8
Ils sont beaux les coupe-jarrets et les tueurs.	4
On chuchotait vos noms étant enfants. On avait peur de les dire tout haut.	4
Vous avez vieilli.	3, 6
Produit bœufs, bière, chaussures... et bon temps.	5
Je crois que je vous aime.	5, 8
Oui, enfin... quand vous admirez un homme ce n'est pas à moitié.	5
On aurait fait la bringue.	4, 8
D'ici. De ces grands yeux bleus.	2, 8
Pas de fil à la patte pour moi.	1, 2
Vous savez, vous allez vous faire tuer.	4, 7
Et alors ?	1
Je n'ai jamais promis d'être un héros.	1
Vous n'en êtes pas un, rassurez-vous:	3
Vous n'avez pas le droit de penser ça de moi.	1
Allez-vous-en !	6, 7
Qu'est-ce qui se passe ?	2, 4
Nous croyons que pour rendre un homme fou, les dieux... le font tomber amoureux.	8
C'est très poétique.	3, 5, 7
Qu'est-ce que je vais faire ?	4, 6
Vous ne pouvez rien pour nous.	1
A tout à l'heure madame.	2, 8
Ça me plaît d'être avec les gagnants pour une fois.	2, 5
Sir Harry veut son argent et vite !	1, 4
Qu'est-ce qu'il y a Cat ?	1
Va le chercher.	1
On sera toujours là pour vous madame.	5, 8
Tout se passera bien.	8
Un verre ?	8
Salut Kid.	5
Tu veux du boulot ?	8
Alors quoi ?	1, 7
Ça !	7
On s'est toujours cordialement détestés.	5
Un duel.	4
Ça embrume l'esprit et on ne se souvient de rien.	1
Vous et Strawn vous étiez amis d'enfance ?	2
C'était mon frère.	6
Une fois, à Tombstone, il m'a fait traverser la ville... en caleçon avec mon chapeau sur la tête.	4
C'était épatant.	5
Tout Wolf City se dirige par ici.	2, 7
On va les recevoir comme l'autre fois.	2
Il y a 50 brutes au service de l'Anglais et d'autres arrivent !	2, 3, 4
C'est vraiment lui ?	4, 7
Cet Anglais veut se battre ?	1, 2, 4
Ce sera un sacré règlement de comptes.	1
Il veut mourir !	4
Ce sera historique.	2, 5, 8
C'est mieux que mourir dans un hôtel miteux.	1, 2, 6
Je pensais mourir dans le caniveau le ventre plein de bibine.	4
J'ai encore beaucoup à voir et à faire.	6
Je ne veux pas mourir.	4, 6
Allons à Saint-Louis.	2
Vous croyez tous qu'on cherche un mari !	1, 3, 6
Tout ce temps vous vous moquiez de moi.	1, 3
Vieil imbécile qui convoite cette jeune nymphe.	1, 3
- Vous allez faire ce qu'il faut.	2, 8
Ne l'écoutez pas !	4
Epousez-la !	2, 5
Je vous dis qu'elle ne veut pas !	1
Je vais te corriger une fois pour toutes !	1
Je peux rouvrir maintenant qu'elle est partie ?	1, 2
Sir Harry Percival je présume ?	2, 5
Vous aimez nos grands espaces à découvert.	5
Je commence à être dans une forme terrible.	2, 5
Magnifique.	5, 8
Ne laissez personne dire le contraire.	5, 8
Regardez !	5, 7
Et je n'ai jamais rien vu de plus beau.	5
Champagne, Hansen !	5
Ils disaient que vous aviez une cave mais je n'y croyais pas.	7
Oh, elle est chouette !	5, 7
Si le lit me plaît !	5
Un peu de vin et de musique.	2, 5
Mais vous le paierez Trixie.	1
Signez.	1
Vos aveux d'avoir engagé Tim Strawn... et commandité la mort de mon père.	1, 6
Signez !	2
Et si je refuse ?	1
Je vous tue.	1
Ne lambinez pas.	1
Tout le monde attend.	2, 6
Ils meurent d'impatience je dirais.	2
Je regrette qu'ils me détestent.	6
Peut-on leur en vouloir ?	6
Vous avez affamé la moitié de Wolf City.	1, 3, 4
Alléluia mes frères !	5
On ira tous dans un monde meilleur.	2, 8
Il n'y a que prés verdoyants et rivières de miel.	2, 5
Vos yeux !	7
Qu'est-ce qu'ils ont ?	4
On compte sur vous.	8
Vous pouvez dire vos dernières paroles.	1
Disons adieu à Cat Ballou	6
Tu vas bien?	2, 4
Decker a encore appeller.	1, 5
Qu'est ce qu'il veut ?	1
Je suis juste ... tellement frustré.	1, 3, 6
Je suis en train de commencer à les aimer.	7
- Pourquoi?	1
Je suis encore à mon bureau, je vous attend.	2, 5
Tais-toi, tu vas me réveiller les petits monstres !	4
Maman ...	6
Chéri, tu es censé faire dodo!	6, 7
Wahou ... ça te va bien.	5, 7, 8
Je finis de réparer la voiture et je passes te voir.	3
Seulement, je ne les ais pas créés, d'autres m'en ont parlé.	6, 7
Vous vous rappelez quels péchés ?	2
Le meurtre est très, très réel.	3, 6
Parce que quand vous avez parler assassiner sur les bandes ...	6
Oh, mon Dieu ...	6, 7
C'est tout ce que je peux faire pour vous.	6
Non.	1, 2, 3, 4, 6, 7
S'il vous plaît venez.	6
S'il vous plaît, je vous en prie.	2, 4, 8
Qu'est-ce que vous venez de dire?	7
Ils enlèvent la douleur.	6
Vous et moi pourrions y aller.	2
- Ils t'on envoyé.	7
Mais j'ai besoin de savoir où c'est.	1
Je savais que tu viendrais.	1, 2, 5
Voilà comment ça marche.	1, 2, 5
Je suis un acteur, vous voyez ?	2
Il y a un visage sous ce visage.	1, 4
Vous devez me voir!	5
Ca n'a pas beaucoup de sens.	3
"Quelque chose au sujet d'un endroit appelé ""Midian."""	6
Je pense qu'il veut en finir.	2, 6
Je sais comment il manipule.	2
Bouge encore et je te tranche la gorge!	1
Ferme ta putain de gueule.	1, 2, 3
J'emmerde la loi.	1
Quoi?	1, 2, 3, 7
Ne bougez plus !	1, 2
Boone, écoutez-les.	3, 4, 6, 8
Ils savent tout maintenant.	5
Je n'ai pas de mal à personne!	1, 4, 6
Putain ! J'ai dit cessez le feu !	1
Quelle a été votre relation avec le défunt?	6
Mon dieu, ils n'ont pris aucuns risques!	3, 6, 7
Mme Winston ... tout le monde a des secrets.	7
Est-ce que vous êtes enterré vivant?	4, 7
Je suis mort mais je me sens vivant.	2
