- Nevím, ne moc dlouho.	1
- Nejdu pozdě?	8
Aby ses dostala rychle pryč.	8
Co Brian nastoupil k firmě, pokouší se mě oženit.	6
- To mě mrzí.	8
Jsem rád, že jsi přišla. Ale proč jsi přijala schůzku naslepo?	7, 8
Vypadal jako milej chlap.	5
- Nejhůř to bude dobrá večeře.	2, 5
- Něco vážného?	4
Děkuji.	5, 7, 8
- Nepozveš nás dál?	1
- Prý jsi zaneprázdněný. - Ano.	6
- Tak co pro tebe mohu udělat?	7
Spekuloval víc, než na co měl.	3, 6
Ale vzal moje peníze.	6, 7
A je velmi chytrý.	8
- Nechápeš... - Ale chápu.	1
Co teď uděláš?	8
Vrátíš mi, co dlužíš. I s úrokem.	1, 2
- Jsem dojat.	5, 7, 8
Nezklamte mě.	8
- a ztratili jsme ho. - Měl jsi nepodložené tvrzení informátora, kterej seděl natvrdo a prodal by matku, aby se mu to zkrátilo.	1
- Nenávidím to.	1, 3
Je mi to jedno.	3
Poznal by pilot, kdyby nás někdo sledoval?	1, 4, 7
- Jak jste mě našli?	6, 7
Káva je na sporáku.	5
- Vím to přesně.	1
Oni vás tu najdou.	8
Nebudu svědčit.	1
- Nikdy by mě nenašli.	1, 2, 4
Risknu to.	2, 5, 8
Ten vlak zpomaluje.	2
- Kam jede ten vlak?	4
Asi ne.	2
- Rád bych vám pomohl.	3, 6
- Bohužel ne.	6
Nastupte a zamkněte.	4
Toto je moje kupé.	1, 6
Toto je naše kupé.	1, 3
Jednou jsem ztratil auto.	6
Samozřejmě.	2, 4, 5, 8
Omlouvám se.	4, 6
- Má zbraň!	2
- Šťastnou cestu.	5
- Vám také.	8
- Jak je?	2
Čekáme společnost?	2
- Na příští zastávce vystoupím.	2
- Pronásledujete mě.	2, 8
Nejsem hloupá, pane Caulfielde.	1
Nedokážu vyjádřit, co je to za přepych.	5
Máte ostrý jazyk.	1
Asi špatně slyším.	1, 4
Omlouvám se, že vyrušuji.	6
- Myslím, že zde není.	3
Tak dlouho nevydržíme.	4
Tenhle se stal moc populárním.	1, 3, 7
Je tu velká naděje na chycení. Musí vás najít, aby to udělali potichu.	2
- Přinesu něco z jídelního vozu.	5
- Pivo, prosím.	5
Do týdne mi naroste jiná.	2, 5
- Dobrý.	5
