apa yang salah?	6
kapan kamu punya jadwalnya?	1, 2, 7
kamu sangat takut dengan tempat ini.	2, 7, 8
Jesus, kamu gila.	5
mereka datang untuk menangkapmu, Barbara.	1
tak bisa kabur.	6
tolong!	4, 7
kumohon, kita butuh bantuan!	4
apakah ada seseorang disini?	2, 7
Hey, ayo!	1, 2
mati... sialan!	1
berharap bantuan akan segera datang.	4
aku tak ingin kamu melibatkanku.	6
bagaimana mereka menjelaskan seorang berjalan dengan leher yang patah?	7
bajingan itu mencoba untuk mengelilingi mereka sampai mereka kembali ke truk sana.	1
mereka punya sepuluh... 20 dari mereka telah kembali ke truk panel ini.	6
mobil meledak di luar.	4
aku melihat satu orang menembak sebanyak 30 dan seterusnya.	4
hingga terkena kapalanya.	1, 4
yang membuatnya terbaring.	8
ini adalah sesuatu yang membuat orang belum pernah mengetahuinya.	2
ada senjata di rumah ini.	4
apa itu?	2
ini baik-baik saja, jangan tembak!	4
istrinya sedang memanggil dari gudang.	7
- bolehkan aku tahu siapa kalian ini?	1
- kau nyaris saja mematahkan lenganku.	1, 3
kami menakuti ke neraka.	4
pamanku mati, aku yakin.	7
- kami telah mendengar sebelum ini!	1
ayo, Tom.	2
apa kau ingin menanggung resiko dalam kesempatan ini?	2
ada pompa bensin di gudang.	2, 5
ini omong kosong!	1
aku tdk menentukan nasibmu.	1
aku memikirkan tentang diriku sendiri.	5
aku tdk bisa berpikir!	4
aku yakin kamu merasakan seperti yang aku rasakan, jadi ayo kita cari jalan keluar yang berbeda.	3
apa yang bisa kau ceritakan lainnya?	7
aku lihat gadis kecil terluka.	6
kamu membuat kelalaian, itulah semua.	8
- itu ide yang bagus.	8
- tak ada waktu... hanya ada tiga.	6
- tp cendela bisa?	7
- kau gila!	4
kau diluar batas kemampuanmu!	3
ayo, lakukan seperti aku katakan!	1
- bagaimana denganmu?	4
hanya ada satu palu.	1
kita akan menguati nantinya.	8
jika kamu menemukan kunci, pasti menggangtung pada mereka.	7
mungkin mereka punya ratusan senjata, tp lebih aman disini!	2, 5
kita harus mengantarkannya ke dokter.	4, 6
tdk ada dokter diatas sana, dan tak ada jalan keluar disini.	4
tempat ini menjebak.	4, 7
jangan melakukannya.	1
kaki.	1, 2
paku ini.	8
kita harus meninggalkan tempat ini sebelum terlambat.	4
aku tahu kau akan keluar dr sini, dan begitupun aku. kita lakukan bersama.	2, 8
kau melakukannya dengan baik, baiklah.	5
kita berhasil jika berhati-hati.	2, 8
apa dia gila atau apa?	1, 3, 7
diatas sini!	3
bisa saja ratusan.	3, 4
- kita tdk bisa menunggunya.	2
gudang adalah tempat yang aman.	4
- mereka mengemis untuk membiarkan kita masuk.	1
- dan apa yang kamu lakukan, Harry?	1
apa yang kamu lakukan?	7
apa kamu ingin semuanya beres?	1
- kita akan buka !	2
lebih baik bukaklah, Cooper.	1
lihat, aku menang!	5, 7
kau meninggalkan pintu!	1
jika kamu ingin lari ke gudang, kau bisa lakukan sekarang atau lupakanlah!	1
kita disini sedang mencoba untuk menghadapi kejahatan!	7
kita tak akan menendang keluar.	8
Oh, tuhan.	4, 7
Helen, kita harus turun tangga secepatnya!	1, 2
Cooper, ambilkan aku palu diatas sana!	1, 2
- lepaskan tanganku!	1
- kau tembak pak. McGruder!	7
mereka mayat, tp mereka datang menemui kita.	4
seret dia.	2
apakah dia mati?	2, 4, 6
kalian pikir begitu?	7
terserah aku buang, aku buang demi kita semua, dan aku tdk berenca untuk membuang lagi.	1, 6
ini akan baik-baik saja, okay?	2, 5, 8
mereka tdk punya kemampuan untuk berkomunikasi dan beralasan.	6
tentara telah bergerak, tp kekerasan merajalela itu mustahil untuk layanan penyelamatan dalam menanggapi.	6
hanya alasan yang bisa dijelaskan adalah sebuah kuman, sebuah bakteri atau virus, yang telah menjadi penyebab atas semua ini.	4, 6
- bagus, brengsek!	1
kau brengsek!	1
itulah satu2 nya jalan keluar kami yang akan diambil!	1, 6
- sialan, kembalilah kesini.	1, 4
sialan, masuklak kesini!	1
Aku tidak ingin ada pintu yang terkunci antara aku dan dia.	6
- aku tdk ingin berdebat.	1
itu akan menjadi bagian terberat.	6
kau hanya bergerak!	1, 2
ayo, sialan!	1
tenanglah, kita kehilangan Ben!	1, 4
hentikan mobil!	4
kita kehilangan Ben, kembali!	6, 7
- ben hilang!	4, 6, 7
mengapa kau tdk memberitahuku?	1, 6, 7
kunci ini salah.	6, 7
apa yang sedang kamu lakukan?	1
- pergilah ke neraka.	3
sialan kau!	1, 3
sialan!	1
berikan padaku!	1
Cooper, jangan!	6, 7
- kita masih bisa membuatnya.	2, 7, 8
kematian telah terjangkit oleh kekuatan yang tak diketahui.	4
bisa diduga hanya kerusakan pada otak.	4, 8
Acts of homicide and cannibalism melaporkan sore ini bisa dikontribusikan, pada bagian paling akhir, pada reaksi tubuh ini.	1, 6
jangan tembak!	4
apa nama bola jupiter yang akan kamu mainkan disini sendirian, nyonya?	4
tembaklah si sialan itu!	4
- bersenanglah?	2
- Oh! Tapi aku tidak percaya itu emas sungguhan.	3, 8
- Aku boleh ikut?	2
/ Ya.	3
/ Aku tak tahu	1, 2
- Mau pergi ke mana kau?	7
Selamat datang di Hollywood!	2, 5
- 200 dollar lagi?	4
Aku akan pikirkan kembali	2, 5
Kerja keras? Kerja keras apa?	2, 5
- Kau sangat menyukainya, Carlos?	7
- Kau sedang tak bisa diganggu. - Hey, Ayo.	1
Ia pecandu, Dominic berusaha membuatnya Sadar	6
- Apa?	2
Hei tampan, kau cari teman kencan?	2
Kau tak bisa minta bayaran untuk menunjukkan arah	1
- Milikmu?	8
Bukankah harusnya kau tahu?	2
Lalu bagaimana kau bisa tidak tahu mengenai mobil?	7
- Okay.	2
- Seratus dollar semalam? - Per jam.	7
Tidak juga, tapi sangat potensial.	2, 8
Kau masih butuh mobil ini, malam ini? Kuharap tidak!	2
Berhentilah Salah tingkah.	1
Tolong kirimkan sampanye dan strawberi.	2
Aku lupa, Aku tak memakai celana dalam	2
Tutup matamu, sayang	1
- Ini yang terbaik	5
- Kau harus merencanakan semuanya?	1, 2
- Aku juga	2
- Kukira uang tunai bisa diterima	2
- Aku gadis yang aman	8
- Kau banyak mengenal pengacara	2
Apa yang sedang dia lihat?	2
Aku lupa	3, 7
Mantan istriku ada di Long Island di mantan rumahku dengan mantan anjingku	3, 6
- Hebat	5
Tinggal di sini?	2, 8
Dan gusi harus selalu dirawat.	7
Aku tak pernah menonton episoda ini.	5, 7
Apa yang kau inginkan?	2
- Sebentar lagi aku pergi	1, 2, 5
- Kau tidur nyenyak?	2
- Risiko pekerjaan?	4
Itu bukan pekerjaan mudah	4, 6
