Vamos, cara.	{'6'}
Isso estragou a minha mão.	{'4'}
Vá em frente. Aposte seus 6, meu chapa.	{'5'}
Já disse para não me chamar assim.	{'1'}
Você que vai limpar todo mundo, ou eu?	{'2'}
"Como assim ""pago""?"	{'7'}
Vocês são cegos?	{'1'}
Acho que alguém andou marcando essas cartas.	{'4'}
Ficou maluco?	{'7'}
Ele não apostaria $194 pratas com um mísero par.	{'1'}
Estou dizendo que você andou marcando essas cartas.	{'1'}
Não preciso de cartas marcadas para ganhar de você, companheiro.	{'1'}
Fique aqui.	{'4'}
Eu cuido dele.	{'8'}
Me dê o dinheiro.	{'1'}
Estou com sorte o dia todo.	{'1'}
$17 para você, Philly.	{'3'}
- Quais são os valores, Kid?	{'1'}
- Se deu bem?	{'2'}
Acredita que um cara me acusou de marcar o baralho?	{'7'}
Jogando com amadores, hein?	{'6'}
Eu já não avisei que ainda vai se dar mal?	{'4'}
Foi o único jogo que encontrei onde ninguém me devia dinheiro.	{'7'}
O Kid vai ter de jogar com ele.	{'4'}
Ótima idéia, Sr. Howard.	{'8'}
Será um prazer, senhor.	{'5'}
Dê lembranças minhas à sua encantadora esposa.	{'8'}
Excelente.	{'8', '1'}
Muito bem.	{'8', '2', '1', '5'}
Não toque em mim.	{'1'}
Há tempo demais.	{'1'}
Ele me fez de gato e sapato, e então...	{'3'}
Espere só até ele pular na sua garganta, espere só.	{'4'}
Você é um dos melhores jogadores que eu já vi.	{'8'}
Eu me considerava o melhor jogador de pôquer do mundo.	{'6'}
Eu juro, eu me achava o maioral.	{'6'}
Usará todos os truques que existem, e inventará outros, para derrotá-lo.	{'4'}
Eu não quero lições, Shooter.	{'1'}
Quero tudo que ele tem.	{'2'}
O que houve com sua jaqueta?	{'7'}
- Sobre o que era o filme?	{'2'}
Não vou mais contar.	{'6'}
Você não vai acreditar.	{'7'}
Os maridos ficaram felizes.	{'5'}
Porque faz sentido.	{'5'}
Por que você foi ver um filme francês?	{'7'}
- Eu sei.	{'8'}
Eu gosto da Melba.	{'5'}
Você tem de trapacear em tudo?	{'1'}
Não entende?	{'4', '1'}
Você estragou o quebra-cabeça.	{'1'}
Essa peça não é aí.	{'1'}
Por que eu devo atender?	{'1'}
Eu estarei lá.	{'8'}
Você teria coragem de usar uma coisa assim?	{'6'}
Aposto que também ficaria bem nele.	{'8'}
Para onde está indo agora?	{'1'}
Então venha.	{'2'}
Mas isso é que é bom.	{'2'}
Já é alguma coisa.	{'5'}
Você gostaria de passar o resto da vida com o Shooter?	{'2'}
Pelo menos sabe que alguém a ama.	{'8'}
É o maior pote até agora.	{'7'}
Como sabia que eu não tinha um rei ou um ás?	{'7'}
- Obrigado.	{'3', '6', '8'}
Vai jogar com o Kid?	{'2'}
Mas acho que vai gostar desse jogo.	{'7'}
Imagine. Quanto mais forte o seu oponente, mais você gostava.	{'5'}
O que estamos esperando, Shooter?	{'7'}
Nunca vai adivinhar o que fizemos.	{'7'}
Nos vemos por aí.	{'2'}
Quando vai embora?	{'2'}
A não ser que você queira que eu fique.	{'2'}
Você nem me perguntou por que estou indo.	{'1'}
Eu nunca disse isso.	{'1'}
Eu já fiz a mala.	{'5'}
Tudo certo, Shooter?	{'1'}
Obrigado pela diversão, senhores.	{'8'}
Foi uma experiência gratificante ver um grande artista trabalhando.	{'8'}
Obrigado pelo privilégio, senhor.	{'8'}
Disponha, filho.	{'8'}
É um prazer conhecer alguém que sabe que, para o verdadeiro jogador dinheiro nunca é o fim, é um meio. Como a linguagem para o pensamento.	{'8'}
Eu o verei esta noite.	{'8'}
Eu agradeço.	{'8'}
Obrigado, Kid.	{'5'}
- Numa pior.	{'6'}
Ela se deu mal num jogo de faro em Vegas.	{'1'}
- Que vença o melhor jogador.	{'8'}
Shooter diga-me, esse seu rapaz vai me dar dor de cabeça?	{'3'}
O meu jogo mais longo foi na viagem inaugural do Mauretania.	{'3'}
Sem dúvida, isso é verdade.	{'8'}
Ainda não estou pronto para me aposentar.	{'6'}
Temos de sentar com eles?	{'4'}
Vamos, Jessie, chegue para lá.	{'1'}
A quem está tentando enganar?	{'1'}
Preparem-se.	{'2'}
Parece que vai dever dinheiro para nós, gorducho.	{'3'}
Alice Lee, querida, pode encher o copo do Sr. William?	{'8'}
Querida, por que não vai à cozinha buscar aqueles canapés chiques?	{'8'}
Era o que eu ia fazer, docinho.	{'5'}
Eu juro, Billy, às vezes acho que você tem poderes psíquicos.	{'4'}
Essa garota é a coisa mais importante do mundo para mim.	{'8'}
Ela está bem.	{'8'}
Melba é uma boa garota.	{'8'}
Tem qualidades e bom gosto.	{'5'}
O gosto por coisas boas.	{'5'}
É quando elas começam a se afastar.	{'6'}
Eu diria que em Nova York vai ser provavelmente... 8 para 5 no Lancey.	{'8'}
Pessoalmente, acho que o Kid tem mais chance.	{'2'}
- Eu não apostaria nesse jogo.	{'8'}
Está pronto para cair.	{'4'}
Mas o Kid pode ficar nervoso num jogo importante como esse.	{'4'}
Eu jamais seria capaz de fazer algo assim.	{'6'}
Está fora de questão, Sr. Slade.	{'1'}
Melba ficaria muito orgulhosa se você ganhasse US$ 25.000.	{'5'}
