Radšej zomriem.	1, 3
Nemôže dať tvojim sestrám žiadne vená.	6
Jeanne!	4, 7
Upokoj sa!	1
Pochovajú ich za živa!	3
Jeho výsosť bola veľmi milosrdná.	1, 7
Váš návrh našiel u kráľa veľkú odozvu.	2, 5, 8
A tvoja loď?	2, 7
Ako dokáže piemontská flotila bez teba existovať.	5, 8
Budeme sa musieť stretávať pri iných príležitostiach.	2
- Zlatý.	2
Allesandro, čo si to porobil s mojou malou sestrou?	1
Nechaj nás osamote.	4
Ty!	1
Ale my sme šťastní!	5
Povedala som niečo zlé?	6
- Nemyslím si, že má svoje meno, či hej?	3
Bola ste veľmi tvrdá?	2, 4
Obaja predtŕčate vaše šťastie ľuďom popred oči!	5
Ustarostený, Výsosť?	4
Viete, čo by potešilo mňa, o mnoho viacej ako toto všetko ...	5, 8
Akej veci?	1, 4, 7
Už začínajú žiarliť.	5
Žiarlivosť vie byť veľmi deštruktívna.	6
Asi by som mal brať hodiny u de Verua.	2
Ten je vraj vynikajúcim šermiarom.	2
Na čom sa smeješ?	1
Rozdám si to s oboma!	1, 2
- Dvaja na jedného?	1, 4
Bezohľadný boj!	1, 6
Vojna, odteraz je vojna!	1
Pochválený buď Ježiš Kristus.	5, 8
Už nedokáže myslieť na nič iné.	3, 6
O čo viacej sa snaží potláčať tú vášeň, ... o to viacej je silnejšia.	4
Ani kráľ nemá požiadať manželku blížneho svojho.	3, 6
Tvoje viny sú ti už odpustené.	5, 8
-No desearás a la mujer de tu prójimo.	4
Povedzte kráľovi ... že sa pokúsim mu odpustiť.	2, 5
Môjho najlepšeho sokola. - Ale rád, Výsosť.	5, 8
Zaútočí zdola, brucho je mäkké, zraniteľné.	1
- Nie!	4, 6
Hrôza!	6
Vtedy sa nám rozprúdi rychlejšie krv.	8
Poznáš Alfreda Bruneleschoa, nášho tamojšieho veľvyslanca?	2, 5
Skúste si to.	2
Nemusíte sa báť.	2, 8
Tak teda musí ísť.	6
Vaše víno, Výsosť.	8
Čoho by som sa mala obávať?	4, 7
Naozaj?	2
Takže sa môj kuchár trafil do vašej chute.	5, 7, 8
Pán veľvyslanec!	1, 2
Nemôžem tomu uveriť.	4, 6, 7
Kedy odchádzame?	3, 7
- Fajn, až taká nebezpečná nie.	5
Pochopím?	1, 7
Bol by som nešťastný, ak by vám tá uloha sposobovala starosti, madam.	2, 3, 6, 8
Odmietni tu ulohu.	6
Čo je s tebou?	1
Dovoľ mi ísť s tebou.	2
Prečo ma nepočuvaš?	1
Pred dvoma rokmi si požiadal môjho otca o moju ruku.	5
- Alessandro, som v nebezpečí.	4
Môžeme vás niečim pohostiť?	2
Nebojte sa byť lepším ako ja.	8
Pred kráľom.	8
Počuješ ma, ktokoľvek postavenie rodiny Verua mu zabrani, aby to prejavil.	2
Niet najmenšieho dôvodu sa kráľovi vyhýbať.	2, 7, 8
Skôr sa zaujímaj o to, či mu dokážeš ty odolať.	4, 8
Nesmejete sa rada?	7
- Muži musia neustále niekoho naháňať.	1, 2
Prečo troška nepodložíš?	4, 7
Jej Výsosť kráľovná!	2, 8
Ako vidím dámy hrajú faraona, bez dobrej hry by sa tá zima nedala vydržať.	5, 7, 8
A čo ste také mali?	1, 6
Príklad pre nás všetkých.	8
A o akú úlohu sa jedná?	7
Cítim sa ako roztrhaný na kúsky.	6
Sám seba nespoznávam.	6
.. ktoré ma požiera vždy keď na teba myslím.	2, 5
Nikdy!	1, 3
Každý je nahraditeľný, ... ty však nie.	5, 8
Tak otvorte okná!	1
Nemyslíš na budúcnosť tvojho syna tu v Piamonte?	2
Nechaj ma odísť do Paríža.	6
To kvôli mne?	2, 4
Ano.	2, 5
Ja nie som dôležitá, kráľ je dôležitý.	2
Ja milujem kráľa.	5, 8
Nie sme také dôležité.	6
Výsosť, zmilujte sa nado mnou!	4
Prosím ťa, pomôž nám!	4
Odpusť mi.	6
Tak ako mu patrím aj ja ako jeho minister.	8
Ako môžete byť len taky zlí?	3, 6
Ano, chcem, aby si nechal priviezť rodinu môjho manžela.	1, 5
- Pretože to tak chcem.	1, 2, 3, 8
Dobre.	8
Ale mne hej.	5, 8
Čo som také urobil?	4, 7
Pomstiť?	7
Skôr by som to nazvala ... zadosťučinením.	1
Dúfal si, že sa všetko odohrá poza tvoj chrbát, ...zatiaľ čo ty si pri svojej tajnej úlohe.	3, 6
Čo som mohol robiť?	1
Nie som predsa blázon.	6
Mal som iba jednu obavu, že ťa stratím	4
Ty si chcel, aby ma dostal.	2
Povedala si, že ma miluješ a že ma budeš stále milovať.	5
A čo si povedal ty?	2
Ja sa už nikdy nechcem vrátiť do Turína.	3
Ja nie som tvoj kôň.	6, 7
Ty si môj domov.	8
Preháňaš.	1
Absurdné!	3
Na to je až príliš naivný	6
Toto sú ministri a poradcovia, ktorím môžeš dôverovať.	8
Momentálne nie.	3
Ja som si povinnosť splnila:	8
Hovorí sa tomu kurva.	1, 3
- Na jej rozkaz padajú hlavy...	6
Ano, o tom som presvedčená.	5, 8
Krvavé opojenie!	1, 4
Kto je tá žena?	7
Snažíme sa ako môžeme podporovať umenie.	2
Tá zrúda!	1
Zobrala si tiež môjho Tintoretta.	1
Takže aj on?	2
Prosím, pokračujte.	6
a keď tí fracúzi prídu, kde budú naši španielskí spojenci?	2, 7
... a nevohnať ich do ich vojny?	2
Pošlite ma do Paríža.	2
Teba?	7
Možno túto vojnu potrebujem.	8
Tak to teda podpíš!	1, 2
Chceš aby som sa ti prosíkal.	6
Nechaj!	1
To sa ti zahojí.	8
Ťahajte ...	1
Stoj!	1, 3
Urobte niečo!	4
Robíme, čo môžeme.	8
Len žiadne jazvy.	2, 5
Žiadne jazvy!	1, 4
Pane, kanfer je jediný liek, ktorý máme.	4, 6, 8
Prečo nie si pri tvojom vojisku ....	1
Drahá!	5
Dúfajme, že sa už nikdy neprebudí.	6
- Celá horím.	4
Spolu to dokážeme.	8
Uplne si sa zmenila.	3
Nie, ostaň dnu.	1, 2, 4
Spáľte ten zámok!	1
Spáľte tú francúzsku kurvu!	1, 3
Myslia si, že Boh trestá kráľa, pretože má francúzsku kurvu.	1, 3
Nech idú do pekla!	1
Je mi úplne jedno, či sa páčim Bohu.	1, 3
Čhceš vedieť ako sa volá jej kapitán?	7
Oddychuješ.	5
Chcem to iba zmeniť: v našich životoch, v našich domoch.	2
... namiesto tých starých.	2
Klamať moc nevieš, Jeanne.	1, 3
Nikdy si nevedela.	6
Nepozeraj.	1, 8
Je to ako mrtvy had.	3
Mám pre teba prekvapenie.	5
Je to pre mňa také ľahké ako ešte nikdy nič v živote.	2
Bojíš toho, že stratíš svoj zámer:	1, 3
Samozrejme, condesa!	8
Charles, braček!	5, 7
- Francúzske námorníctvo vie všetko.	4
Nehovor tak.	1
Bláznom nikdy nebol.	5, 8
Chceš naozaj utiecť, si si tým istá?	3, 7
Myslím si, že ťa napriek všetkému robí šťastnou.	8
To tá noc.	4
Spanikárila som.	6
Som uväznená.	3
Prosim!	4
A čo Rívoli?	2, 7
Ponechaj mi moje tajomstvá.	7
Prestaň ma kontrolovať.	1
Prečo sa tak na mňa divne pozeráš?	4, 7
Hej, nikdy nevieš, čo vidíte... či si myslíte.	7
Mám rada môjho brata.	5, 8
Ja mám rád teba.	5, 8
Zastavte!	1
