Έλα, μάγκα.	{'6'}
Αυτό τη χάλασε τη δουλειά.	{'4'}
Πόνταρε στα εξάρια σου, μάγκα.	{'5'}
Σου'χω πει να μη με λες έτσι.	{'1'}
Εσύ θα τους ξαφρίσεις όλους ή εγώ;	{'2'}
Τι εννοείς, τα βλέπεις;	{'7'}
Τυφλοί είστε, ρε παιδιά;	{'1'}
Εννοώ ότι κάποιος έχει πειράξει την τράπουλα.	{'4'}
Τρελάθηκες;	{'7'}
Σιγά μην ποντάρει 194 δολάρια σε τέτοιο άθλιο ζευγάρι.	{'1'}
Εγώ σου λέω ότι σημαδεύεις τα χαρτιά.	{'1'}
Δε χρειάζομαι σημαδεμένο χαρτί για να σε κερδίσω.	{'1'}
Μείνε εδώ.	{'4'}
Θα τον κανονίσω εγώ.	{'8'}
Δώσε μου τα λεφτά.	{'1'}
Με προσπερνάνε όλη μέρα, Κιντ.	{'1'}
Δεκαεπτά για σένα, Φίλι.	{'3'}
- Τι μου έχεις, Κιντ;	{'1'}
- Κατάφερες τίποτα;	{'2'}
Ξέρεις ότι ένας παίκτης νόμιζε ότι πείραξα την τράπουλα;	{'7'}
Έπαιζες με ερασιτέχνες, ε;	{'6'}
Δε σου έχω πει ότι θα το φας το κεφάλι σου;	{'4'}
Ήταν το μόνο παιχνίδι που δε μου χρωστούσε κάποιος.	{'7'}
Θα τον αντιμετωπίσει ο Κιντ.	{'4'}
Πολύ καλή ιδέα, κ. Χάουαρντ.	{'8'}
Ευχαρίστησή μου.	{'5'}
Να στείλετε χαιρετισμούς στη γοητευτική σας σύζυγο.	{'8'}
Εξαιρετικά.	{'8'}
Εντάξει, λοιπόν.	{'8'}
Μη με αγγίζεις.	{'1'}
Εδώ και πολύ καιρό.	{'1'}
Με έστρωσε κάτω, με κρέμασε και τότε...	{'3'}
Κάτσε μέχρι να πιάσει εσένα απ'το λαιμό.	{'4'}
Νόμιζα ότι ήμουν ο καλύτερος παίκτης του κόσμου.	{'6'}
'κου με, νόμιζα ότι ήμουν ο καλύτερος.	{'6'}
Θα χρησιμοποιήσει κάθε μέσο και μετά θα σε τσακίσει.	{'4'}
Δε θέλω μάθημα, Σούτερ.	{'1'}
Θέλω ό,τι έχει εκείνος.	{'2'}
Τι έπαθε το σακάκι σου;	{'7'}
- Τι ταινία ήταν;	{'2'}
Δε συνεχίζω.	{'6'}
Δε θα το πιστέψεις.	{'7'}
Κι οι σύζυγοι ήταν ευτυχισμένοι.	{'5'}
Γιατί είναι λογικό.	{'5'}
Γιατί πας σε γαλλικές ταινίες, έτσι κι αλλιώς;	{'7'}
- Το ξέρω.	{'8'}
Τη συμπαθώ τη Μέλμπα.	{'5'}
Είναι ανάγκη να κάνεις συνέχεια ζαβολιές;	{'1'}
Δεν το καταλαβαίνεις;	{'4'}
Το χάλασες το παζλ.	{'1'}
Αυτό δεν πάει εκεί.	{'1'}
Γιατί να το σηκώσω;	{'1'}
Θα έρθω.	{'8'}
Θα φορούσες κάτι τέτοιο;	{'6'}
Είμαι σίγουρη ότι θα σου πάει και σένα.	{'8'}
Πού πας τώρα;	{'1'}
Έλα, λοιπόν, να δεις κι εσύ.	{'2'}
Αυτό είναι το ωραίο.	{'2'}
Κάτι είναι κι αυτό.	{'5'}
Θες μήπως να μοιραστείς εσύ τη ζωή σου με τον Σούτερ;	{'2'}
Τουλάχιστον ξέρεις πόσο σημαντική είσαι για κάποιον.	{'8'}
Είναι το μεγαλύτερο ποτ μέχρι τώρα.	{'7'}
Πώς ήξερες ότι δεν είχα τον ρήγα ή τον άσο;	{'7'}
- Ευχαριστώ.	{'8', '5'}
Θα παίξεις με τον Κιντ;	{'2'}
Θα σ'αρέσει ο τρόπος που παίζει.	{'7'}
Όσο πιο σκληρός ο ανταγωνισμός, τόσο πιο πολύ σου άρεσε.	{'5'}
Τι περιμένουμε, Σούτερ; Έλα.	{'7'}
Δε θα πιστέψεις πού πήγαμε.	{'7'}
Τα λέμε.	{'2'}
Πάμε να τσιμπήσουμε κάτι.	{'2'}
Πότε φεύγεις;	{'2'}
Εκτός κι αν θες να μείνω.	{'2'}
Δε με έχεις ρωτήσει ακόμα γιατί φεύγω.	{'1'}
Δεν είπα ποτέ κάτι τέτοιο.	{'1'}
Τα μάζεψα όλα.	{'5'}
Σωστά, Σούτερ;	{'1'}
Ευχαριστώ για το γλέντι, κύριοι.	{'8'}
Ήταν μια εποικοδομητική εμπειρία να δω τον μεγάλο καλλιτέχνη.	{'8'}
Ευχαριστώ για το προνόμιο.	{'8'}
Παρακαλώ, παιδί μου.	{'8'}
Χαίρομαι που κατανοείτε ότι για τον αληθινό χαρτοπαίκτη τα λεφτά είναι μόνο ένα εργαλείο, όπως η γλώσσα είναι για τη σκέψη.	{'8'}
Θα σε δω απόψε.	{'8'}
Θα το εκτιμούσα ιδιαίτερα.	{'8'}
Ευχαριστώ, Κιντ.	{'5'}
- Είναι τσακισμένη.	{'6'}
Την ξετίναξαν σε παιχνίδι στο Λας Βέγκας.	{'1'}
- Είμαστε εντάξει, λοιπόν;	{'2'}
- Ας κερδίσει ο καλύτερος.	{'8'}
Σούτερ πες μου αυτός ο νεαρός θα μου δημιουργήσει προβλήματα;	{'3'}
Το μεγαλύτερο παιχνίδι ήταν στο παρθενικό ταξίδι του Μαυριτανία.	{'3'}
Είναι η αδιαμφισβήτητη αλήθεια.	{'8'}
Δεν είμαι έτοιμος να αποσυρθώ ακόμα.	{'6'}
Πρέπει να κάτσουμε μαζί τους;	{'4'}
Έλα, Τζέσι, κουνήσου.	{'1'}
Μη στενοχωριέσαι, Κιντ.	{'8'}
Κι η δική μου με παράτησε.	{'6'}
Ποιον πας να κοροιδέψεις, φιλενάδα;	{'1'}
Έτοιμοι.	{'2'}
Φαίνεται ότι θα μας τα χρωστάς, χοντρέ.	{'3'}
'λις Λι, γλυκιά μου, θα βάλεις άλλο ένα ποτό στον κ. Γουίλιαμς;	{'8'}
Γλυκιά μου, πήγαινε στην κουζίνα να μας φέρεις μερικά από εκείνα τα ωραία ορεκτικά.	{'8'}
Αυτό ακριβώς ήμουν έτοιμη να κάνω, γλύκα.	{'5'}
Αλήθεια, Μπίλι, μερικές φορές νομίζω ότι διαβάζεις τη σκέψη.	{'4'}
Είναι το παν για μένα, Σούτερ.	{'8'}
Καλά είναι.	{'8'}
Ναι, είναι καλό κορίτσι η Μέλμπα.	{'8'}
Κορίτσι με ποιότητα και γούστο.	{'5'}
Το γούστο για ωραία πράγματα.	{'5'}
Τότε είναι που αρχίζουν να απομακρύνονται.	{'6'}
Η Νέα Υόρκη θα ποντάρει περίπου 8 προς 5 στον Λάνσι.	{'8'}
Πιστεύω ότι ο Κιντ έχει καλύτερες πιθανότητες.	{'2'}
- Εγώ δε θα πόνταρα.	{'8'}
Είναι έτοιμος να πέσει.	{'4'}
Ο Κιντ μπορεί να είναι νευρικός σε ένα τόσο μεγάλο παιχνίδι.	{'4'}
Δε θα μπορούσα να κάνω κάτι τέτοιο.	{'6'}
Αποκλείεται, κύριε Σλέιντ.	{'1'}
Η Μέλμπα θα ήταν περήφανη αν κέρδιζες $25.000.	{'5'}
Όχι, λυπάμαι, κ. Σλέιντ.	{'6'}
Ξέρεις πότε το κατάλαβα αυτό;	{'7'}
Ακριβώς, μικρέ.	{'8'}
Είναι για τα δικά μου λεφτά.	{'5'}
- Τις ξέρω αυτές τις ιστορίες.	{'3'}
Ηρέμησε.	{'4', '7'}
Βγαίνει ο καλύτερός σου εαυτός έτσι, Μέλμπα.	{'5'}
Βλέπεις κάτι που σ'αρέσει;	{'2'}
Μη μου πεις ότι ο Σούτερ είναι παλιός και καλός σου φίλος.	{'7'}
Ναι, φαίνεται ότι πέρασε καλά.	{'5'}
Κάθαρμα!	{'4', '1'}
Εύχομαι να χάσεις.	{'1'}
Ευχαριστώ, μωρό μου.	{'8'}
Θα γεμίσει απ'ό,τι ξέρω.	{'2'}
Ξέρεις ποιος ήταν αυτός;	{'8'}
- Όχι.	{'8', '6', '4', '1'}
Θα έρθει πολύ χρήμα στην πόλη.	{'2'}
Θα τα πούμε μετά.	{'5'}
Κιντ.	{'8'}
- Έχουν ποντάρει και σε σένα.	{'2'}
Θα τα πούμε μετά, Σούτερ.	{'2'}
