Cosa ti è successo?	4, 7
Per noi, gli affari vanno male.	6
Se non fosse per la taglia su di noi, saremmo fuori di qui.	4
Perché non beviamo un bicchiere in ricordo dei vecchi tempi?	2, 5
Niente da fare.	3
Comunque, non funziona più Kid.	6
Non importa più a nessuno.	1, 3
Ricordi gli Hereford a Yatrona County?	2, 5
Chi vuole offrire un giro?	2
Non bastiamo solo noi due.	1, 8
- Allora è tutto deciso.	8
Aspetta un momento!	1, 7
Hai qualcosa da ridire del nostro piano?	1
Sono contraria.	1
Cosa credi dovremmo fare che sia adeguato e appropriato?	1, 2
Quel macellaio, Eggers, prenderà 35 capi e li macellerà lui stesso.	4
200 operai pronti a cominciare lunedì i lavori di costruzione per il più grande mattatoio fuori Chicago.	3
Cosa c'entra questo col treno?	1, 7
- Brindiamoci su!	5
Se non si provassero cose nuove, non ci sarebbe progresso.	5, 7
Questo progettare la vendetta ti farà voltare le spalle al futuro e permetterà al passato di corrodere il tuo cuore.	3, 4, 6
Non riusciranno a prenderci qui.	1, 4
Possiamo usare Io stesso piano di Shelleen per rapinare il treno.	2, 5
La prima volta che vi chiedo una cosetta, come rapinare un treno...	1, 6
Che banda!	1, 5, 8
Un fattore indiano, un pistolero alcolizzato, un maniaco sessuale e uno zio!	7
Lo farò da sola!	1, 8
Faccio un bagno.	2, 5
Cosa c'è di strano?	2
- Tira quelle tende!	1
Obbligato!	8
Ehi, fatemi uscire da qui!	4
È vivo!	5, 7
Dobbiamo farlo uscire!	1, 4
Cosa succede?	4, 7
Mani in alto!	1
Fatemi entrare!	1, 4
È una rapina.	4
Cerchiamo di far presto.	1
- Che cosa facciamo ora?	4
Cosa c'è?	2, 4, 7, 8
Non vuole aprire la cassaforte.	1
È vero?	1
Se li prendiamo, ci daranno la caccia per sempre!	4
Chi teme un po' di caccia?	3
Andiamocene!	1, 2, 3, 4
II fattorino era un brav'uomo.	8
Shelleen, era un piano magnifico!	5
Sì, liscio come l'olio.	5
È solo la fortuna del principiante.	1, 6, 7
- Chiedigli come usciamo da qui.	4
Caro, Shelleen!	5
Mi presteresti una pallottola?	8
Era proprio come ai vecchi tempi.	5, 6
Un tempo uno come te Io avrei schiacciato subito.	3
Che cosa avete voi due?	1, 3, 4
Dai da bere al vecchio.	1, 2, 4
Ce n'è ancora.	2
È soltanto l'inizio.	1, 5
Voi aiutatemi e vi farò ricchi.	8
Possiede l'Immobiliare di Wolf City, che ha in pugno Wolf City che ci lascia in pace.	8
Che razza di sicari e di assassini.	4
Da bambini mormoravamo i vostri nomi per timore di dirli ad alta voce.	4
Sei invecchiato.	3, 6
Produce manzo, birra, scarpe e divertimenti.	5
Penso di amarti.	5, 8
Bene, vedo quando ammiri un uomo, vai fino in fondo.	5
A lanciare in aria i cappelli.	4, 8
Proprio lì in quegli occhi blu.	2, 8
Non mi lascerò incastrare da nessuna ragazza.	1, 2
Sai, ti farai uccidere.	4, 7
Che t'importa?	1
Non ho mai promesso di essere un eroe, vero?	1
Non sei un eroe, perciò non ti preoccupare.	3
Non hai il diritto di pensare ciò che pensi di me.	1
Perché non vai via e basta?	6, 7
Che succede?	2, 4, 6, 7
