1	191	What then?	1	1044	en/1965/59017/5730443.xml.gz	/en_multi_with_metadata/en_ang.txt
2	277	You won't get away with this, Trixie.	1	1194	en/1965/59017/5730443.xml.gz	/en_multi_with_metadata/en_ang.txt
3	156	I never promised to be no hero, did I?	1	1000	en/1965/59017/5730443.xml.gz	/en_multi_with_metadata/en_ang.txt
4	456	You've ruined the puzzle.	1	250	en/1965/59037/5735869.xml.gz	/en_multi_with_metadata/en_ang.txt
5	284	And if I refuse to sign it?	1	1203	en/1965/59017/5730443.xml.gz	/en_multi_with_metadata/en_ang.txt
6	216	That Englishman wants a fight?	1	1093	en/1965/59017/5730443.xml.gz	/en_multi_with_metadata/en_ang.txt
7	574	She busted out in a Vegas faro game.	1	443	en/1965/59037/5735869.xml.gz	/en_multi_with_metadata/en_ang.txt
8	113	What's the matter with you two?	1	926	en/1965/59017/5730443.xml.gz	/en_multi_with_metadata/en_ang.txt
9	290	Come on, don't just dawdle.	1	1211	en/1965/59017/5730443.xml.gz	/en_multi_with_metadata/en_ang.txt
10	457	Now, that doesn't go in there.	1	251	en/1965/59037/5735869.xml.gz	/en_multi_with_metadata/en_ang.txt
11	888	Busted.	1	1001	en/1965/59037/5735869.xml.gz	/en_multi_with_metadata/en_ang.txt
12	749	- Well, I'm no loser.	1	780	en/1965/59037/5735869.xml.gz	/en_multi_with_metadata/en_ang.txt
13	733	Don't show it to me.	1	759	en/1965/59037/5735869.xml.gz	/en_multi_with_metadata/en_ang.txt
14	53	I'm gonna do it alone!	1	807	en/1965/59017/5730443.xml.gz	/en_multi_with_metadata/en_ang.txt
15	323	Well, that broke that up.	1	21	en/1965/59037/5735869.xml.gz	/en_multi_with_metadata/en_ang.txt
16	533	Well, you never even asked me why I was going.	1	370	en/1965/59037/5735869.xml.gz	/en_multi_with_metadata/en_ang.txt
17	282	A confession that you hired Tim Strawn... and are responsible for my father's murder.	1	1201	en/1965/59017/5730443.xml.gz	/en_multi_with_metadata/en_ang.txt
18	340	I'm saying you've been marking these cards.	1	41	en/1965/59037/5735869.xml.gz	/en_multi_with_metadata/en_ang.txt
19	285	I'll kill you.	1	1204	en/1965/59017/5730443.xml.gz	/en_multi_with_metadata/en_ang.txt
20	309	If you have any last words, say them now.	1	1241	en/1965/59017/5730443.xml.gz	/en_multi_with_metadata/en_ang.txt
21	459	Why should I answer?	1	253	en/1965/59037/5735869.xml.gz	/en_multi_with_metadata/en_ang.txt
